,Unnamed: 0,證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
223,223,6491,晶碩            ,672000,595000,77000,0,0,0,201000,0,201000,92475,55000,12000,43000,77255,27780,49475,370475
224,224,1515,力山            ,473000,109000,364000,0,0,0,0,0,0,2991,3001,10,2991,0,0,0,366991
225,225,2406,國碩            ,629000,275000,354000,0,0,0,0,0,0,10244,10244,0,10244,0,0,0,364244
226,226,00896,中信綠能及電動車,93000,39000,54000,0,0,0,0,0,0,309367,70000,224000,-154000,789746,326379,463367,363367
227,227,2025,千興            ,516000,158000,358000,0,0,0,0,0,0,5000,8000,3000,5000,0,0,0,363000
228,228,1909,榮成            ,513000,175000,338000,0,0,0,0,0,0,24000,26000,2000,24000,0,0,0,362000
229,229,4532,瑞智            ,580000,234000,346000,0,0,0,0,0,0,14000,14000,0,14000,0,0,0,360000
230,230,2481,強茂            ,461000,101000,360000,0,0,0,0,1000,-1000,-2403,4001,6404,-2403,0,0,0,356597
231,231,1442,名軒            ,473000,119000,354000,0,0,0,0,1000,-1000,200,200,0,200,0,0,0,353200
232,232,2228,劍麟            ,427000,102000,325000,0,0,0,0,0,0,28000,13000,0,13000,15000,0,15000,353000
233,233,4960,誠美材          ,903000,624000,279000,0,0,0,70000,0,70000,0,0,0,0,0,0,0,349000
234,234,4977,眾達-KY         ,417720,74000,343720,0,0,0,0,0,0,647,1000,353,647,0,0,0,344367
235,235,1304,台聚            ,624000,281000,343000,0,0,0,0,2000,-2000,-1862,3000,4862,-1862,0,0,0,339138
236,236,9934,成霖            ,931000,601000,330000,0,0,0,0,18347,-18347,25000,35000,10000,25000,0,0,0,336653
237,237,1402,遠東新          ,976902,446000,530902,0,0,0,0,52536,-52536,-143000,41000,86000,-45000,0,98000,-98000,335366
238,238,1734,杏輝            ,455000,121000,334000,0,0,0,0,0,0,0,0,0,0,0,0,0,334000
239,239,2399,映泰            ,431000,97000,334000,0,0,0,0,0,0,-1,0,1,-1,0,0,0,333999
240,240,6112,邁達特          ,218000,72000,146000,0,0,0,0,0,0,186147,64000,0,64000,131147,9000,122147,332147
241,241,6177,達麗            ,831000,502000,329000,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,332000
242,242,2010,春源            ,468000,133000,335000,0,0,0,0,6000,-6000,1000,1000,0,1000,0,0,0,330000
243,243,2881,富邦金          ,2795324,2207868,587456,0,0,0,0,136159,-136159,-121991,0,5000,-5000,57009,174000,-116991,329306
244,244,1727,中華化          ,451000,121000,330000,0,0,0,0,0,0,-2025,929,2954,-2025,0,0,0,327975
245,245,1536,和大            ,572000,251000,321000,0,0,0,0,1000,-1000,5019,18325,13306,5019,0,0,0,325019
246,246,8222,寶一            ,1008000,743000,265000,0,0,0,0,0,0,59499,60500,1001,59499,0,0,0,324499
247,247,6743,安普新          ,386000,107000,279000,0,0,0,0,0,0,39000,35000,0,35000,4000,0,4000,318000
248,248,3055,蔚華科          ,478000,161000,317000,0,0,0,0,0,0,366,366,0,366,0,0,0,317366
249,249,2419,仲琦            ,325000,71000,254000,0,0,0,0,0,0,62000,0,0,0,63000,1000,62000,316000
250,250,5608,四維航          ,438000,154000,284000,0,0,0,0,0,0,28000,22000,4000,18000,10000,0,10000,312000
251,251,6164,華興            ,753000,442000,311000,0,0,0,0,1000,-1000,0,5000,5000,0,0,0,0,310000
252,252,8028,昇陽半導體      ,496000,187000,309000,0,0,0,0,0,0,-116,0,0,0,0,116,-116,308884
253,253,2007,燁興            ,392000,86000,306000,0,0,0,0,0,0,2000,2000,0,2000,0,0,0,308000
254,254,9946,三發地產        ,545000,232000,313000,0,0,0,0,0,0,-6000,0,6000,-6000,0,0,0,307000
255,255,00643,群益深証中小    ,4000,14000,-10000,0,0,0,0,0,0,316322,0,0,0,556684,240362,316322,306322
256,256,2534,宏盛            ,565000,237000,328000,0,0,0,0,0,0,-24000,0,24000,-24000,0,0,0,304000
257,257,3149,正達            ,323000,19000,304000,0,0,0,0,0,0,-1000,0,1000,-1000,0,0,0,303000
258,258,2109,華豐            ,365000,74000,291000,0,0,0,0,0,0,7425,10425,3000,7425,0,0,0,298425
259,259,5225,東科-KY         ,2138500,1838000,300500,0,0,0,0,0,0,-3433,10000,13433,-3433,0,0,0,297067
260,260,1102,亞泥            ,1198000,454000,744000,0,0,0,6000,517578,-511578,64075,34000,4000,30000,45075,11000,34075,296497
261,261,2913,農林            ,531000,240000,291000,0,0,0,0,0,0,3347,3000,2653,347,3000,0,3000,294347
262,262,00907,永豐優息存股    ,160000,51000,109000,0,0,0,0,0,0,184376,82000,0,82000,1150000,1047624,102376,293376
263,263,3532,台勝科          ,410000,138000,272000,0,0,0,0,0,0,20291,58000,44000,14000,11293,5002,6291,292291
264,264,1477,聚陽            ,718280,453000,265280,0,0,0,20000,0,20000,5025,30100,24177,5923,12001,12899,-898,290305
265,265,5515,建國            ,1980000,1739000,241000,0,0,0,0,2000,-2000,51000,121000,70000,51000,0,0,0,290000
266,266,1701,中化            ,187000,54000,133000,0,0,0,0,0,0,157000,157000,0,157000,0,0,0,290000
267,267,6753,龍德造船        ,226000,17000,209000,0,0,0,0,0,0,76000,0,2000,-2000,81000,3000,78000,285000
268,268,1312,國喬            ,621000,374645,246355,0,0,0,0,0,0,38000,88000,50000,38000,0,0,0,284355
269,269,1708,東鹼            ,295000,12000,283000,0,0,0,0,1000,-1000,0,0,0,0,0,0,0,282000
270,270,2312,金寶            ,437000,183000,254000,0,0,0,0,3000,-3000,29000,29000,0,29000,0,0,0,280000
271,271,2505,國揚            ,647000,369000,278000,0,0,0,0,0,0,-633,2000,2633,-633,0,0,0,277367
272,272,2379,瑞昱            ,1473703,608000,865703,0,0,0,1000,674979,-673979,83786,38080,38752,-672,137107,52649,84458,275510
273,273,1218,泰山            ,305000,76000,229000,0,0,0,0,0,0,46000,46000,0,46000,0,0,0,275000
274,274,2601,益航            ,328000,41000,287000,0,0,0,0,0,0,-14000,0,14000,-14000,0,0,0,273000
275,275,6672,騰輝電子-KY     ,383001,113000,270001,0,0,0,0,0,0,1000,1000,0,1000,0,0,0,271001
276,276,8070,長華*           ,987000,710000,277000,0,0,0,0,0,0,-6000,0,6000,-6000,0,0,0,271000
277,277,5519,隆大            ,631000,370000,261000,0,0,0,0,0,0,4000,4000,0,4000,0,0,0,265000
278,278,6669,緯穎            ,876565,585021,291544,0,0,0,0,28000,-28000,1434,43247,15518,27729,8942,35237,-26295,264978
279,279,6869,雲豹能源-創     ,309000,47000,262000,0,0,0,0,0,0,0,0,0,0,0,0,0,262000
280,280,2748,雲品            ,254000,10000,244000,0,0,0,0,0,0,14000,4000,4000,0,14000,0,14000,258000
281,281,00894,中信小資高價30  ,121000,47000,74000,0,0,0,0,0,0,183846,63000,0,63000,761656,640810,120846,257846
282,282,3047,訊舟            ,547000,290000,257000,0,0,0,0,0,0,0,0,0,0,0,0,0,257000
283,283,3338,泰碩            ,361000,95009,265991,0,0,0,0,1000,-1000,-8000,0,8000,-8000,0,0,0,256991
284,284,00683L,期元大美元指正2 ,0,2000,-2000,0,0,0,0,0,0,255090,0,0,0,255090,0,255090,253090
285,285,1760,寶齡富錦        ,394000,180000,214000,0,0,0,0,0,0,39000,0,0,0,46000,7000,39000,253000
286,286,006205,富邦上証        ,24000,3000,21000,0,0,0,0,0,0,230979,0,100000,-100000,661684,330705,330979,251979
287,287,8105,凌巨            ,320000,72000,248000,0,0,0,0,0,0,0,0,0,0,0,0,0,248000
288,288,2449,京元電子        ,4913466,4566189,347277,0,0,0,34000,62000,-28000,-71551,203000,161551,41449,101000,214000,-113000,247726
289,289,1109,信大            ,212000,29000,183000,0,0,0,0,0,0,64427,64427,0,64427,0,0,0,247427
290,290,00654R,富邦印度反1     ,0,0,0,0,0,0,0,0,0,247100,0,0,0,261100,14000,247100,247100
291,291,2453,凌群            ,384000,137000,247000,0,0,0,0,0,0,0,0,0,0,0,0,0,247000
292,292,2476,鉅祥            ,468000,331000,137000,0,0,0,0,1000,-1000,110282,6000,0,6000,114282,10000,104282,246282
293,293,2882,國泰金          ,4291193,4637216,-346023,0,0,0,741000,144753,596247,-4000,50000,0,50000,160000,214000,-54000,246224
294,294,2485,兆赫            ,328000,103000,225000,0,0,0,0,0,0,19996,11000,5004,5996,16000,2000,14000,244996
295,295,1227,佳格            ,315000,69000,246000,0,0,0,0,1000,-1000,-1000,0,1000,-1000,0,0,0,244000
296,296,2106,建大            ,417000,205000,212000,0,0,0,0,0,0,31000,31000,0,31000,0,0,0,243000
297,297,2365,昆盈            ,1403000,1158000,245000,0,0,0,0,3000,-3000,21,21,0,21,0,0,0,242021
298,298,2511,太子            ,925000,705000,220000,0,0,0,0,0,0,20000,20000,0,20000,0,0,0,240000
299,299,6442,光聖            ,1151000,922000,229000,0,0,0,0,0,0,10000,10000,0,10000,0,0,0,239000
300,300,2023,燁輝            ,282000,63000,219000,0,0,0,0,3000,-3000,22000,22000,0,22000,0,0,0,238000
301,301,2597,潤弘            ,360000,124000,236000,0,0,0,0,0,0,1862,4000,2138,1862,0,0,0,237862
302,302,6196,帆宣            ,297000,165000,132000,0,0,0,0,0,0,105168,40000,0,40000,78168,13000,65168,237168
303,303,2426,鼎元            ,246000,11000,235000,0,0,0,0,0,0,-172,0,172,-172,0,0,0,234828
304,304,4564,元翎            ,322000,88000,234000,0,0,0,0,0,0,-37,0,37,-37,0,0,0,233963
305,305,1733,五鼎            ,280000,47000,233000,0,0,0,0,1000,-1000,0,0,0,0,0,0,0,232000
306,306,3257,虹冠電          ,282000,51000,231000,0,0,0,0,0,0,0,0,0,0,0,0,0,231000
307,307,2727,王品            ,289001,79856,209145,0,0,0,42000,0,42000,-20979,0,21000,-21000,3000,2979,21,230166
308,308,8213,志超            ,195000,120000,75000,0,0,0,1000,1000,0,150127,151000,873,150127,0,0,0,225127
309,309,5533,皇鼎            ,248000,23000,225000,0,0,0,0,0,0,0,0,0,0,0,0,0,225000
310,310,5534,長虹            ,434000,377000,57000,0,0,0,53000,0,53000,110000,153000,43000,110000,0,0,0,220000
311,311,5531,鄉林            ,299000,56000,243000,0,0,0,0,0,0,-25000,0,25000,-25000,0,0,0,218000
312,312,1527,鑽全            ,287000,69000,218000,0,0,0,0,0,0,0,0,0,0,0,0,0,218000
313,313,6415,矽力*-KY        ,1710864,1509000,201864,0,0,0,1000,9428,-8428,23958,5337,4379,958,23000,0,23000,217394
314,314,8215,明基材          ,576000,356000,220000,0,0,0,0,3000,-3000,0,0,0,0,0,0,0,217000
315,315,4755,三福化          ,321000,105000,216000,0,0,0,0,0,0,-489,7000,5489,1511,1000,3000,-2000,215511
316,316,3090,日電貿          ,496000,329000,167000,0,0,0,0,1000,-1000,44112,0,354,-354,44466,0,44466,210112
317,317,1712,興農            ,276300,79000,197300,0,0,0,12000,0,12000,-71,2000,2071,-71,0,0,0,209229
318,318,1201,味全            ,268000,51000,217000,0,0,0,0,0,0,-7899,101,8000,-7899,0,0,0,209101
319,319,3266,昇陽            ,240000,23000,217000,0,0,0,0,0,0,-10000,0,10000,-10000,0,0,0,207000
320,320,2431,聯昌            ,278000,75000,203000,0,0,0,0,0,0,1000,1000,0,1000,0,0,0,204000
321,321,2484,希華            ,222000,16000,206000,0,0,0,0,0,0,-3265,1000,4265,-3265,0,0,0,202735
322,322,2104,國際中橡        ,232000,13000,219000,0,0,0,0,2000,-2000,-15000,1000,16000,-15000,0,0,0,202000
323,323,2645,長榮航太        ,335000,184000,151000,0,0,0,0,0,0,50000,45000,0,45000,13000,8000,5000,201000
324,324,2617,台航            ,326000,115000,211000,0,0,0,0,0,0,-11191,4000,15072,-11072,0,119,-119,199809
325,325,3504,揚明光          ,232000,7000,225000,0,0,0,0,0,0,-26000,0,0,0,0,26000,-26000,199000
326,326,4576,大銀微系統      ,615000,420000,195000,0,0,0,0,0,0,0,0,0,0,0,0,0,195000
327,327,3443,創意            ,541467,807020,-265553,0,0,0,134000,0,134000,326395,302088,17188,284900,61415,19920,41495,194842
328,328,2031,新光鋼          ,382100,124000,258100,0,0,0,0,1000,-1000,-63252,2000,18249,-16249,0,47003,-47003,193848
329,329,1711,永光            ,429000,237000,192000,0,0,0,0,0,0,0,0,0,0,0,0,0,192000
330,330,6531,愛普*           ,649000,721020,-72020,0,0,0,258000,1000,257000,4972,0,4000,-4000,58419,49447,8972,189952
331,331,8021,尖點            ,205000,16000,189000,0,0,0,0,0,0,-1,0,1,-1,0,0,0,188999
332,332,00911,兆豐洲際半導體  ,10050,3000,7050,0,0,0,0,0,0,181852,0,0,0,290978,109126,181852,188902
333,333,2704,國賓            ,440002,232000,208002,0,0,0,0,0,0,-20000,0,20000,-20000,0,0,0,188002
334,334,3094,聯傑            ,201000,14000,187000,0,0,0,0,0,0,0,0,0,0,0,0,0,187000
335,335,1326,台化            ,1849414,1792360,57054,0,0,0,63000,12058,50942,79000,6000,8000,-2000,82000,1000,81000,186996
336,336,1904,正隆            ,387000,208000,179000,0,0,0,0,2000,-2000,7438,8000,562,7438,0,0,0,184438
337,337,6128,上福            ,256000,74000,182000,0,0,0,0,0,0,-1,0,1,-1,0,0,0,181999
338,338,1603,華電            ,1786010,1068000,718010,0,0,0,0,0,0,-538013,3000,16000,-13000,2000,527013,-525013,179997
